OTUID	X107	X108	X13	X146	X1851A	X1851B	X1851C	X1852A	X1852B	X1852C	X1853A	X1853B	X1853C	X351	X3621A	X3621B	X3621C	X3622A	X3622B	X3622C	X3623A	X3623B	X3623C	X379	X64	X89	Aip24B	CX	MF1A	MF1B	MF1C	MF2A	MF2B	MF2C	MF3A	MF3B	MF3C	MacPC	RT13	RT146	RT351	RT64
ko00270	907298.3667	917239.3889	1099715.456	966894.6722	780026.8	744735.3889	782725.4944	630578.2722	663601.9944	845558.1111	740459.8611	617104.6333	1045658.383	642010.3611	869122.6722	875943.5778	605653.2889	618240.2889	814554.8556	836301.8167	741304.1222	683064.4667	643142.9722	565310.1667	601024.1278	1167775.383	1505366.439	816676.8056	1278415.311	1008279.517	893520.8333	880963.6111	897470.7944	1151215.828	898794.9611	1336540.056	1201159.528	878501.0778	801943.5722	690930.15	789790.6722	666728.7667
ko00280	1129218.714	1175364.172	1391863.217	1114461.906	1071928.189	1022190.778	1091892.039	867221.0056	920075.025	1165782.461	1021389.122	848303.6556	1431071.611	1014318.503	1161507.694	1169749.536	808576.0972	811302.3611	1054080.467	1072694.467	966637.4444	889483.1694	852599.3944	703263.6139	870532.7611	1559058.228	1422294.189	1019464.617	1768477.947	1421011.628	1257400.194	1227319.439	1243499.917	1592553.208	1240687.239	1843203.433	1666730.65	1214601.214	1018201.136	870580.2194	914691.9556	856668.3417
ko00281	260321.8	266050.6389	327877.6556	234612.4056	290606	277046.5556	302964.7444	215479.1056	236568.0444	297510.4278	249931.6444	204882.4333	337445.25	190307.2444	309116.5889	304614.3444	210628.2556	196563.1222	257101.2722	244170.95	218378.3389	200822.25	194701.3389	199880.4167	259748.3444	353423.5	244325.0722	175999.0889	513732.5944	406711.0333	373691.6333	329548.7944	344682.6444	435385.3778	329599.1111	483422.4556	439608.2444	303532.8111	246635.8722	221600.3333	146876.2889	223749.3667
ko00290	605005.6917	626636.2389	727317.4556	609570.1889	543513.0917	518737.6722	544912.6111	431618.9889	452061.1694	577143.9361	493780.3278	409371.8167	695021.6583	437902.5944	609555.8889	613698.9944	423464.1389	429723.7639	567145.1806	582463.1083	513654.7556	472949.0667	446781.0972	433882.85	431103.1528	828940.2333	918847.4139	550370.1889	999352.5944	782554.075	706332.6917	641805.4361	668522.2694	855359.6611	661449.5194	964085.0722	866418.2694	641837.4944	598817.3472	453240.3667	521632.4222	434308.475
ko00300	414983.8139	413904.4111	501269.7889	456445.1611	356104.7639	340022.9167	358506.5333	290480.1444	305269.3194	388142.7972	340526.8333	283959.8222	481006.0361	318923.1389	394646.2167	398367.0222	275265.3278	280407.8583	367951.2806	378448.1083	337484.2167	310782.8944	294189.325	292761.0722	282479.4472	540536.7278	758017.4361	370662.6889	623460.9667	492980.3361	440455.6194	419810.4083	431003.8194	551919.2611	430370.625	632902.3056	570276.1028	456558.3667	381289.325	315811.9778	358640.7944	307346.5417
ko00310	566644.2306	580989.6444	713881.7722	528857.0278	517015.6972	494277.6333	524604.1	419678.2111	443448.6361	563124.5306	498612.95	415006.6722	697920.3028	453233.2556	563456.4333	567430.0222	392460.0111	394199.8083	516593.4806	525044.625	471140.1167	434330.7444	412944.175	381751.9889	413499.0639	750820.0111	658827.5361	507233.8556	931796.75	746538.8861	661500.9194	642164.6917	657665.1861	840730.0944	649909.2417	967294.0389	875512.5028	674926.0667	526466.6917	448195.7111	474172.0778	445630.0583
ko00311	29188.975	24706.95	27880.85	30487.23333	21594.65	20464.28333	22273.6	21330.03333	21944.89167	27319.91667	25534.4	21277.31667	37414.2	53905.29167	22152.03333	23420.95833	16120.00833	17598.08333	20926.05	23724.01667	23432.41667	21260.39167	21499.2	17229.825	17977.41667	40906.4	18476.9	25239.11667	28544.54167	25545.38333	21228.16667	23310.25	21619.45	28667.99167	24141.85	34667.6	32307.61667	42697.59167	21103.00833	15779.44167	23314.76667	14415.95833
ko00330	852047.8639	901504.4194	1013254.481	780935.9528	770359.5139	733687.3917	771910.2417	632119.7944	660356.4944	841614.7389	731092.7917	608429.9389	1040674.719	766209.0472	854605.375	866862.6222	598438.9194	618015.7333	805011.6639	841630.3417	752088.325	691562.0861	657415.4	468032.9306	591440.2056	1209419.811	1137825.886	839270.3639	1169687.6	934078.7278	816068.3778	814777	816414.0694	1055437.961	833088.3167	1239360.639	1110772.494	912595.9833	759244.5417	649276.9444	807796.8778	629778.2917
ko00332	51888.22778	51765.18889	62653.37778	38036.45556	44041.12778	42002.2	44344.63333	36700.78889	38818.83889	49250.32778	43932.66667	36864.61111	62526.27222	42854.54444	48241.46667	48812.24444	33807.45556	34859.88333	45330.89444	46911.01667	42185.93333	38827.62222	36808.81667	28111.91111	33781.39444	66143.55556	29119.97222	48349.87778	59805.16667	48641.07222	41239.23889	47149.88333	46001.20556	59256.75556	47211.11667	72226.71111	65305.67222	65390.4	38993.55	40653.45556	45464.78889	39765.68333
ko00340	476860.0944	484652.9389	574630.6278	512063.2889	400483.6278	382264.1833	399208.45	330932.4389	345192.6056	440112.3444	386232.4	323613.4778	551233.9722	362307.4444	448785.3167	454874.5778	314279.8556	325433.5167	428000.7944	446373.6167	396166.65	364844.8389	343697.3	312998.9611	305319.2944	631449.6389	884411.2556	458523.8278	679433.3333	537955.2389	474319.9389	467062.8	475488.5222	611518.9389	479412.1333	709612.3278	637833.6222	511471.3167	433107.4333	361772.1222	459489.1056	348872.65
ko00350	522343.1639	563235.4889	625275.6167	432164.6889	408457.5806	389715.2111	395784.5889	355351.1389	358618.1417	463403.6861	413678.7556	347940.4389	604821.2528	440918.7278	468535.7778	482952.4444	333519.2722	364550.7028	478684.6583	522284.025	462855.7611	426722.9778	398684.3694	212462.8056	267443.9528	728756.0944	568210.8639	578444.1333	617048.9222	494650.5528	414740.5861	457338.5306	450699.9083	590532.4167	473956.0806	716480.1	637322.2583	485499.6389	468326.2028	383361.7444	531458.0056	365199.0417
ko00360	765502.6583	808064.0667	913413.6	799271.0833	738074.5583	702376.4833	751357.1833	602164.55	638996.725	808763.9583	706556.85	586266.2167	995893.7583	763564.7667	799440.5167	807281.1667	557510.15	564325.275	728202.0917	748542.525	676903.05	621811.7333	597747.3083	415385.2	589184.7083	1081435.433	844654.6917	687786.1833	1022046.267	823494.9083	720829.9417	722864.3083	716626.6583	927388.0833	732269.825	1095686.4	983336.7917	769816.9167	646760.925	602255.5333	650006.0333	594016.3917
ko00361	164504.8861	180800.0556	191347.4778	131153.4222	152327.5194	144935.3833	150640.3	119408.1222	124969.1472	160765.3694	135075.5333	112089.1611	192313.6472	106927.4778	173718.3667	175120.0611	120871.7222	124939.7417	165535.7361	172171.375	149971.7167	138080.2389	128836.5417	60626.21111	110594.4528	228273.3722	132480.5306	167961.9111	183049.1667	142064.5306	121693.4806	129247.1583	127152.2472	166128.0889	131399.025	201767.2778	176535.8972	124498.9333	133579.2417	135813.3889	152235.4389	130974.525
ko00362	813985.7361	869351.4111	981138.7167	730680.7778	836601.5194	796484.4722	856901.3944	660405.9278	706453.4583	894263.3139	768627.8111	634525.7111	1069500.397	765031.5556	901215.0056	903906.6722	624401.9278	617698.5806	800353.325	806210.2583	726035.9556	667359.4056	643286.4472	464271.8278	688813.2139	1162171.106	775235.5194	700941.2667	1258336.528	1011694.447	895950.7639	864986.5861	871613.7583	1120002.583	869073.4194	1297602.4	1170054.242	823488.7444	712817.3972	629103.9056	616942.1778	615085.3583
ko00363	573.3333333	190.3333333	398.75	304.75	642.3333333	672.0833333	722.9166667	675.9166667	769.25	868.5833333	1020.666667	810.5833333	1365.25	1757.833333	696.5	691.8333333	494.5833333	360.3333333	522.25	397.75	534.8333333	432.25	418	2659.833333	472.5	269.5	130.8333333	581.5833333	4130	3682.166667	2931.5	3479.25	3622.416667	4549.666667	3324.333333	5180.833333	5062.833333	1072.333333	320.9166667	2194.083333	209.6666667	3033.416667
ko00364	88431.94167	95904.75	108677.5167	70668.76667	79793.13333	76046.73333	79160.73333	62003.3	65239.025	84120.53333	72186.98333	59892.13333	101673.15	44854.70833	90091.36667	90487.325	62516.24167	64253.4	85628.91667	87957.36667	76336.43333	70661.99167	65446.5	26829.975	56671	114172.1	85872.76667	80092.76667	90977.80833	69867.5	60154.68333	65960.78333	64740.1	84615.90833	66798.63333	104273.6667	90732.05	58847.39167	69996.70833	72830.95833	73297.31667	70609.14167
ko00365	30.5	25.5	17.25	21.5	26.5	28.75	33.5	28	27	40	30.5	30.75	48	9.75	18.75	20.25	17	12.75	15	15.75	18	13.5	9.5	110	11.75	21.75	5.5	12	43.5	36.25	26	26.25	32	32.25	24.5	46.75	42	1014	19.25	22.25	8.25	20.75
ko00380	552456.1361	562912.2389	708183.9611	616396.7889	533950.6778	509685.15	550139.1333	435919.7222	467071.0972	587687.1611	523409.15	435272.7278	729245.7056	535152.9361	567758.6667	570541.1861	394744.5806	390099.15	503753.7611	505370.2833	461692.7167	424713.8306	410201.4333	400628.9694	449669.0111	747054.0889	916661.5222	465673.8611	901454.1083	729531.2556	648665.3056	630845.3333	640033.5556	817290.3806	634939.6167	942304.7944	857130.8722	688350.6583	496579.0083	445469.7472	439900.9889	446536.575
ko00400	611460.2667	610347.0167	744034.6667	696035.15	556763.15	531127.1333	565969.4833	446506.05	475423.4333	601390.15	523067.5833	435242.5	733541.9167	485438.75	610295.3167	612664.1667	423449.3167	423305.5833	553759.15	560246.7667	501258.1167	460899.8833	439251.3	444255.2	456553.3833	802558.7667	1199382.617	527131.65	945890.1	750473.4167	672500.4333	640214.1	656032.1167	837663.6833	650970.4833	958058.8	866888.9167	681323.4	549379.8	477071.2833	500647.5333	463989.8667
ko00401	129469.6861	131357.2889	150727.6944	141801.6222	119328.5361	113469.4667	121268.3333	98651.93889	104373.9972	131925.3194	115123.5833	95752.42778	163406.8972	134326.6778	129506.6	131192.5778	90539.63889	92325.225	118665.5028	123067.525	111759.55	102498.3556	98793.775	76147.89444	95537.95278	180432.6389	238427.9639	120911.6778	165983.6667	134488.9639	117253.2972	119020.6083	117367.1639	151876.4722	120950.975	179670.3278	161838.2806	142692.5667	106181.6917	100036.2556	113189.0722	97143.725
ko00404	756.0333333	1511.033333	4081.35	864.5	814.0333333	761.3833333	845.7666667	856.4666667	966	1147.833333	1086.466667	1153.883333	1721.8	243.8833333	729.75	733.4833333	595.4333333	641.1833333	713.9	667.75	742.2333333	658.6	682.6	1469.133333	750.25	4172.15	497.7333333	5962.833333	5890.1	5248.516667	4166.4	7654.25	7291.866667	8341.516667	7501.933333	10954.68333	10705.53333	1159.133333	575.5166667	857.2833333	597.9166667	1308.116667
ko00405	59465.61111	60705.95556	72960.79444	74195.45556	56950.21111	54176.73333	58821.05	48440.68889	51636.08889	64628.04444	57803.13333	48250.11111	81717.07222	75141.04444	59967.26667	60800.64444	42036.78889	42372.36667	53524.06111	55034.33333	51175.05	46870.57222	46028.41667	44165.91111	48730.26111	85969.67222	120721.6722	52373.04444	91163.71667	74952.67222	66223.30556	65199.1	65027.98889	83373.50556	66029.73333	96628.92778	88436.22222	76230.71667	52662.31667	43675.62222	48416.08889	43006.11667
ko00410	482978.9028	502599.6944	592260	383782.4611	406250.7111	388465.4389	402692.3944	328623.2278	341320.1583	439102.7222	385945.3278	322393.7944	546658.7556	286863.8639	457894.5556	462892.8139	320031.0361	330993.3389	440539.05	456869.5	400708.8222	370355.2639	344848.3222	238716.7694	294418.6556	623504.8222	466822.9944	471168.6167	686996.9028	541290.9889	473335.9389	478101.0111	486915.2167	626151.8917	487296.1444	734290.6	655329.0333	407580.1028	435735.8139	380141.7306	425091.2944	375530.4917
ko00430	182841.3667	182382.4333	233893.5167	190299.8	169526.175	162008.2833	174186.2	137939.15	147348.7	186306.4917	167172.1167	138585.5667	232167.9583	159600.6583	180525.15	181501.6917	125487.9917	124613.3583	161769.1583	162524.225	147840.4	136340.725	130775.3083	113658.1083	136898.525	234199.1833	191469.175	146707.9333	273933.3583	221275.725	195864.625	194952.8083	196865.0083	252370.9583	196193.6917	293845.05	266229.5417	183680.125	158325.95	141916.3917	128767.9333	139530.95
ko00440	162878.0972	182829.6583	185102.7028	118499.2417	114171.7222	108867.3306	106235.5694	106080.85	102325.6056	134151.525	120477.3361	102289.6889	181907.7444	153451.8833	135802.1306	143118.5417	98675.45	114431.9806	150088.9278	171771.7	151653.7806	139792.6444	129939.5972	52421.35556	64194.14167	243418.9444	152654.7833	212568.5528	187732.9194	152448.9528	123054.1361	141471.2861	137983.1722	182719.8806	148088.4361	223925.6278	198441.0806	160854.0861	154354.1639	112802.2694	196496	108852.6917
ko00450	283134.6333	278235.9556	343434.8056	337013.9056	234008.7583	223147.0556	234707.9444	192710.0056	202677.4778	257786.4194	227340.5944	190344.8333	323592.875	213524.7861	259508.1222	262440.1194	181536.7639	187033.9972	244828.7306	253565.725	226167.1389	208342.3917	196733.7972	162992.125	180705.5694	358894.55	606689.0639	258203.3722	353466.7194	280748.4917	246082.3583	254809.3361	255022.6861	328019.9861	260073.3694	387866.1056	349005.8861	281819.8194	233920.1889	225197.5083	251900.8722	221088.8
ko00460	180334.2556	165098.2194	202759.6139	173139.9194	130289.3389	124479.475	129150.675	109639.1944	113226.2361	144886.7806	128740.1417	107808.1889	184570.3278	128747.7972	146430.575	149210.6389	103196.9861	108596.8583	142501.7056	150302.8	133874.975	123248.1694	115926.0083	89699.26389	95180.16389	212483.3944	264609.3111	160597.7972	225100.5	180610.6194	156448.2861	163951.3083	165021.2111	212213.3611	167350.4417	249225.4556	225890.1528	145315.4667	145083.8333	128559.9444	146638.8611	124024.85
ko00471	110859.0583	107689.4167	135131.05	121512.4167	91677.83333	87436.05	92809.43333	77640.66667	81823.975	103339.0333	92494.4	77808.06667	131677.1833	99046.375	99706.05	101145.6083	69950.55833	71945.2	93102.68333	96536.75	87272.15	80351.69167	76917.03333	75864.75833	74740.65	141615.6333	192977.0833	93797.85	157138.625	126411.85	111974.3	109987.6833	111414.95	143220.7917	112526.8333	165599.2833	150270.4333	122913.7583	97797.94167	84149.14167	93587.56667	82103.29167
ko00472	46097.41667	54079.86667	54961.55	30850	32691.075	31226.25	30133.05	30211.43333	29051.53333	38281.425	34791.46667	29421.08333	52441.54167	39833.14167	39409.45	41438.725	28599.65833	33332.025	44087.375	50352.69167	44156.36667	40780.10833	37534.20833	13325.19167	16190.925	69442.76667	31100.75833	58082.58333	50265.09167	40105.125	32221.00833	38173.65833	37256.80833	49688.29167	40408.84167	61557	54297.525	35877.84167	45180.66667	29445.05833	58016.75	26976.61667
ko00473	87707.54444	91732.85556	107323.1611	89392.78889	69499.48611	66417.16667	68336.73333	59298.02222	61002.57222	78205.33611	70189.6	59115.34444	101287.6139	66509.91944	78856.26667	80516.36944	55707.96389	59313.275	78171.00278	83050.575	73638.45	67935.16389	63441.45833	50731.91944	49820.06944	116203.5556	137068.1306	88703.42778	114488.0583	90846.24722	78498.41389	82092.375	82594.06389	106872.5306	84544.90833	126759.8444	113517.8139	89834.84167	79102.08333	64956.48056	92452.62222	62490.6
ko00480	655686.4583	693117.55	810626.5333	569892.5667	559319.2917	534324.5167	557343.7333	474453.75	489304.4083	625737.7917	560982.75	468115.7	800550.9583	591771.1333	619848.05	632734.1667	437087.95	458282.3583	598332.475	632849.9583	568087.3	523596.5	495655.5083	381620.8167	409353.4417	915460.3167	616090.5083	640153.8	972667.6	781231.7417	681298.1917	682400.0083	690610.8917	891965.2333	701030.625	1041918.933	938623.4917	677819.95	626608.3917	458728.9333	584326.2167	434959.7083
ko00500	425782.5528	359886.3889	467607.5111	417116.0056	291701.6111	278702.6833	291580.3	236846.8722	247827.2806	317916.4778	280403.2667	234713.9944	396747.2222	226478.4694	325225.95	328654.2694	227328.3139	235000.5667	309966.3611	319684.95	282380.15	261105.3472	244177.7333	191888.7694	223942.9278	439495.6722	343251.8222	334219.5778	449084.1917	354133.2722	311342.2389	323772.75	325071.2889	418038.1806	330650.45	496523.5444	443069.1556	310718.625	306153.225	330473.4139	311168.0556	329849.825
ko00510	16293.15	16373.03333	19513.1	20147.25	7829.666667	7481.333333	6539.566667	7141.333333	6596.15	8969.166667	7788.666667	6914.95	12435.83333	2713.7	10695.78333	11175.66667	7746.666667	9446.033333	13066.91667	14971.48333	12354.16667	11484.58333	10053.25	4342.783333	3939.25	18508.66667	48861.66667	18295.26667	13446.73333	9930.15	7935.616667	10529.25	10504.61667	13855.35	11292.7	17160.81667	15114.66667	2680.683333	14001.2	16416.11667	20617.66667	17460.86667
ko00511	93208.9	32390.38333	58821.28333	65568.21667	16969.80833	16398.7	14376.76667	14789.21667	13469.01667	18479.94167	15416.56667	13551.53333	24498.70833	5376.375	22762.5	23823.75833	16499.54167	19567.675	27367.075	31054.59167	25893.2	23942.99167	20920.475	6537.258333	6389.258333	36991.2	101275.7917	35273.58333	44751.575	36383.925	29467.45833	39202.29167	39542.975	51372.20833	40399.20833	60682.36667	57250.55833	15795.00833	33539.33333	57782.925	34202.26667	55907.16667
ko00513	22319.7	15908.6	17526.8	24997.9	8236.691667	7937.916667	6892.916667	7102.216667	6458.4	8874.241667	7399.183333	6448.133333	11667.19167	2450.375	11130.05	11629.14167	8065.508333	9556.708333	13384.59167	15211.20833	12589.38333	11665.19167	10232.80833	3202.891667	2666.125	18335.23333	11155.075	17282.73333	21054.45833	16848.55833	13353.79167	16487.09167	16845.79167	21967.79167	16895.275	26128.4	23918.025	9404.091667	14204.43333	12976.00833	16401.96667	11751.5
ko00520	885970.6917	859553.0861	1019957.286	898215.4528	723745.5917	690887.5528	722492.1306	583084.0278	609797.7556	779754.8889	675252.4472	563072.3667	956534.2083	578449.0639	812832.8361	820362.1722	566677.9861	581039.3111	767828.5694	793356.1083	699847.1361	645025.3083	606043.7111	531828.6917	558736.9556	1111707.55	1338598.669	773679.3528	1231335.939	968250.3333	860083.1	832490.4056	853093.6472	1095636.439	854278.9389	1263771.911	1134401.389	800308.1056	773840.1361	680920.25	743733.6944	667261.9083
ko00521	324388.8139	323195.25	382165.2778	296041.1	256245.0472	245153.7222	252637.5444	208091.8167	214972.1306	276022.575	240055.7778	200707.1056	341881.4028	186808.95	294201.2389	297630.8333	205450.15	213503.2639	285215.6194	297382.375	259521.2056	239351.3444	222599.3806	222621.5722	189367.275	413401.4944	467747.1083	288891.6611	498065.4611	386173.3528	347566.8694	320095.1361	335527.6139	430408.0222	333542.8361	486909.8778	435930.8806	267456.3278	317559.3639	247241.6611	285672.2333	242494.0083
ko00523	147266.3083	135304.2056	178666.9056	177421.6056	118134.6167	113072.0389	119484.3444	95177.22222	100567.9361	127276.5444	111516.1278	93041.7	156286.8	91568.18611	131752.3722	132248.4028	91330.53056	91423.28889	121246.6722	122567.9833	108507.9722	99850.64167	94288.25556	127856.2917	96283.31111	178382	347358.5722	109602.4722	256009.3028	199140.4667	183956.7167	160048.4111	170456.9444	216371.1361	166693.1111	237681.9222	215712.8778	103459.4694	148054.5306	112257.3917	111352.7889	110763.7083
ko00524	42781.96389	41480.14444	47408.92222	25746.64444	29477.14722	28277.35	28058.75	22819.47778	23027.60278	30306.58056	25621.58333	21471.77222	36690.80278	7486.072222	35739.78333	36051.53889	24921.22778	26387.325	36345.78056	38042.85833	31959.88333	29627.39444	26595.99167	21576.83889	19797.28056	48879.19444	28050.15278	39664.67222	59157.51667	44566.46944	39812.00278	37604.10833	39885.15278	51111.52778	39226.10833	58339.78889	51444.50278	22723.43333	39365.325	34136.69444	39253.39444	34478.225
ko00525	73556.32778	69462.17778	88964.63333	87312.54444	52086.19444	49852.38889	51193.61111	44463.47778	45751.88333	58418.20556	52315.17778	44316.07778	75536.87222	45487.65556	59580.82222	60691.25556	41979.07778	44432.27222	59056.31667	62332.95	54797.85556	50534.15556	47098.97222	50255.87778	38235.80556	88099.05556	170995.9944	61350.36667	108831.5778	85314.13889	76436.77222	72530.36111	75694.48333	97163.83333	75698.52778	109879.1667	99600.28333	45127.57778	70426.00556	54869.12222	64890.87778	53546.68333
ko00531	58634.875	52367.25	59465.51667	63368.58333	29656.48333	28476.13333	26508.33333	26967.83333	25464.39167	34068.8	30606.81667	26210.81667	46577.23333	24835.225	37201.68333	38987.40833	26992.325	31595.4	42858.13333	48678.91667	41828.5	38707.19167	34860.46667	13351.19167	13436.76667	63979.56667	34633.16667	58296.23333	58856.80833	47232.6	37724.08333	46946.08333	46779.93333	61202.59167	48664.81667	74724.28333	67395.61667	36220.59167	45476.30833	39799.49167	57891.38333	38398.90833
ko00532	6	4.5	173	6.5	3.5	5.5	8.5	8.5	4.5	8.5	7.5	12.5	13.5	2.5	8.5	9.5	8	3	4.5	7.5	8	7.5	7	8	184	5	6	5	6	7	8	6	5.5	8.5	7	6.5	4	17	50.5	1653	78	2459.5
ko00534	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540	377685.9944	345986.5556	438776.2778	472831.0389	339160.2861	324029.3833	348839.0167	266711.4389	289598.0389	363257.5694	317224.75	263859.7611	439203.2306	256444.5694	367330.1	365357.7028	252940.6806	244866.0583	321955.3361	315297.275	282630.2167	259621.9806	247671.9417	309516.9361	279776.0694	445358.2556	825956.2139	275856.0111	598909.7083	474615.4806	429074.2139	402547.9583	416919.0139	528497.1139	404916.325	597495.4611	544384.5306	434140.5583	316039.0667	271597.1306	258514.8222	256828.9667
ko00550	517944.5556	500816.1444	626118.5389	564513.9778	456413.2972	435564.8167	463864.65	364196.5944	387428.3444	490601.0472	426046.8333	354290.8556	596173.6528	380465.8306	501301.5	502743.0139	347441.1861	346482.8417	454369.3806	458716.6083	409317.1	376656.6361	358357.9417	380685.9972	375831.1139	660974.5278	939240.4194	428116.7389	809101.1917	638418.1028	577226.7528	537430.4417	555342.6528	707563.7028	548800.3917	802052.1056	725803.0694	561006.7583	470106.1167	398857.3861	406793.5444	387561.2667
ko00561	336893.3194	337065.2222	386021.0944	303935.6222	284418.0611	271504.2	282749.4	223700.5556	234301.1306	300450.1444	255891.3833	213267.5111	361610.9056	186579.5361	323435.7	325286.1861	224681.6306	229273.9667	305524.7611	313854.4667	273709.65	252312.9806	235328.25	197982.6861	218241.5111	427610.2056	385589.4389	316783.3778	477492.9083	371346.3889	330382.3056	315319.5833	324824.6222	416502.5639	322964.2333	480324.4778	427316.2556	325144.975	296837.1083	269829.9306	306231.1889	266034.0583
ko00562	226345.825	240831.4417	258323.5083	160920.525	173197.15	165444.0917	165155.075	140046.7833	141472.1167	184946.025	157465.7417	132267.2333	229023.65	101191.5333	206660.2917	210354.0083	145114	156608.5583	211350.5	226501.75	193937.5083	179289.65	163675.8083	99071.91667	110930.3417	298288	180716.5667	237350.125	267936.4417	204994.4417	176084.7583	183324.4083	186143.4667	242711.5917	191389.2583	290157.3167	254137.6917	221330.875	204464.0917	175742.2583	226675.0667	168356.4083
ko00564	601003.4417	591152.9333	711052.2833	539686.65	537345.9417	513078.85	543562.0167	419939.7667	445831.0583	567204.225	486284.8833	402852.1333	677628.775	384433.4667	595671.0833	596248	411777.95	409953.2083	542119.1583	546246.225	482123.6333	444086.2333	419605.0583	401758.2	433050.3417	764987.3	713817.5583	485264.3333	944090.4	739979.6083	668579.525	615413.575	639336.0417	816733.0167	628432.6417	924411.8833	831944.6083	573941.3	549085.675	469022.7667	465602.5833	459052.275
ko00565	23290.5	18351.55	26017.31667	15714.16667	30234.18333	28779.65	32706.7	18772.15	22451.73333	27769.25	21387.56667	16956.26667	26442.56667	2683.266667	31512.7	29787.86667	20567.71667	16615.41667	22166.86667	17560.31667	15258.95	13964.71667	13711.88333	20191.76667	29885.25	22775.78333	9780.283333	3446.1	42494.95	31824.45	31734.56667	23610	25737.96667	31566.73333	22787.08333	33049.53333	29647.76667	19969.5	15830.5	20532.21667	902.5833333	19540.05
ko00590	52501.075	45872.23333	63638.93333	52711.11667	52706.13333	50383.4	55291.83333	37764.86667	42111.74167	52611.85	43585.06667	35771.81667	57808.66667	22895.50833	56477.2	55026.50833	38027.925	34260.76667	45651.86667	41572.88333	36517.2	33602.225	32407.56667	55442.325	49710.91667	59341.63333	76920.08333	23452.31667	116510.2917	90542.15	85736.35	69010.58333	75201.73333	94220.64167	69923.35	99649.83333	91238.86667	47626.04167	53220.50833	40759.675	22016.76667	39238.84167
ko00591	17995.58889	8860.411111	15727.78889	23157.36111	13426.45556	12811.6	14538.58333	9015.961111	10761.49444	12992.13889	10290.93333	8507.888889	13304.62778	3592.638889	14258.48333	13501.43889	9350.394444	7629.35	10195.27222	8099.633333	7075.633333	6405.894444	6344.7	21435.38889	14700.30556	11336.16111	49923.57778	1880.838889	31321.33333	23862.86111	23621.47778	17219.16667	19418.99444	23869.92778	17398.1	23717.47222	22148.84444	15227.8	12420.43333	12503.57778	3715.861111	11582.96667
ko00592	57161.26667	58354.13889	68145.58889	54514.65556	58861.675	55995.93889	60263.87778	44118.27222	47890.69444	60475.61944	50010.37778	41042.4	69023.075	41684.31944	64662.72222	64126.13611	44319.51389	42959.24722	56322.81389	55453.29167	49004.85556	44926.19167	42955.61389	35383.69167	49246.46944	76131.61667	71899.94722	41686.57222	84439.63611	66096.49167	60022.10833	55263.66944	56672.60278	72501.90278	55603.78611	82198.92222	74226.16944	64355.55278	48404.65556	47719.90833	41095.23889	45832.53333
ko00600	135165.9833	113675.6167	124109.9833	64441.96667	58352.78333	56307.1	49384.68333	52218.71667	48253.05	65495.48333	57934.1	50560.18333	90090.58333	17488.3	77740.21667	81231.86667	56349.53333	66920.23333	93696.21667	106224.2	88333.3	81958.65	71741.93333	20943.71667	18954.11667	127452.15	101484.1667	121585.9333	136748.9167	108171.2833	85575.31667	106189.1833	108213.2	141741.0833	109365.4167	170583.4667	154057.6333	29959.53333	98844.95	88020.95	116260.9	83690.73333
ko00603	43445.2	33372	38350.16667	33884.96667	16947.225	16367.28333	14427.65	15137.05	13913.8	19064.275	17104.31667	14838.63333	26342.29167	5144.075	22297.68333	23365.84167	16170.875	19304.275	26966.15833	30623.375	25558.78333	23810.325	20798.80833	6280.191667	5482.958333	37072.4	19979.54167	35325.8	35646.85833	27859.55833	22023.225	27863.39167	28198.59167	37167.35833	29054.74167	45560.03333	40547.225	18173.59167	29225.76667	27756.275	34306.93333	26421.63333
ko00604	20506.7	15899.6	17523.13333	24981.23333	8235.358333	7935.25	6888.916667	7100.55	6455.733333	8870.575	7396.183333	6444.466667	11661.525	2439.041667	11128.38333	11625.475	8063.841667	9552.708333	13380.925	15208.54167	12583.71667	11659.525	10230.80833	3195.225	2663.125	18318.23333	11149.075	17275.4	21050.79167	16845.89167	13351.125	16482.09167	16844.45833	21961.79167	16891.60833	26120.73333	23907.69167	9390.091667	14200.76667	12447.675	16393.3	11223.16667
ko00620	1149144.928	1164841.619	1380656.925	1126988.403	1065207.761	1016240.464	1079559.086	838836.5944	892151.375	1132752.914	974097.7028	807760.1944	1361105.406	833206.4806	1176184.614	1178563.506	814329.9194	811970.7806	1067989.033	1078308.483	957399.3972	880878.1306	835497.1306	791275.8361	863116.3139	1521867.339	1574278.811	1014521.508	1782229.844	1405429.981	1259801.947	1190136.469	1222792.717	1561527.333	1208885.869	1786625.233	1608308.108	1299320.244	1035174.189	907739.5722	956464.8944	887140.0333
ko00621	79557.88611	88377.13889	82597.96111	64146.82222	94120.87778	89039.96667	97407.05	74417.82222	80048.68056	100496.3611	83382.16667	68194.71111	116742.8222	118219.6528	99424.11667	100146.5861	69095.16389	68100.73333	85420.67778	87218.26667	80464.53333	73319.53056	72981.73333	36336.91944	81143.07778	135096.7556	47980.80556	70232.96111	113918.375	95399.02222	82154.65556	82170.68333	79171.48889	102858.7972	81458.46667	121404.3111	110864.5722	89821.50833	61355.35833	55757.01389	64707.93889	53120.04167
